primaryTitle;startYear;rtRating
Suing the Devil;2011;
Sundarangudu;2021;
Shark Night;2011;18%
Gintama: The Movie;2010;
Delta Zulu;2012;
Mutant Chronicles;2008;18%
All Eyez on Me;2017;18%
The Facility;2012;
Yamla Pagla Deewana Phir Se...;2018;18%
No controles;2010;
Queen of Outer Space;1958;17%
The Million Dollar Duck;1971;17%
Hidden 3D;2011;
Que Pena Tu Vida;2010;
The Devil's Rain;1975;17%
The Stolen;2017;
Microphone;2010;
Hell;2010;
Khichdi: The Movie;2010;
Butcher Boys;2012;
Lucky Lady;1975;17%
The Opening;2011;
Heat;1986;17%
Hollywood Sex Wars;2011;
The Great White Silence;1922;
Slam Dance;1987;17%
Surf Nazis Must Die;1987;17%
Poltergeist III;1988;17%
City Slickers II: The Legend of Curly's Gold;1994;17%
Love Likes Coincidences;2011;
Curdled;1996;17%
A Haunting at Silver Falls;2013;
Ecstasy of Order: The Tetris Masters;2011;
Spawn;1997;17%
Kolpacino: Bomba;2011;
Sea Level;2011;
Bongwater;1998;17%
Open Road;2013;
Tale of the Mummy;1998;17%
Dipu Number 2;1996;
Ernest in the Army;1998;17%
I Got the Hook Up;1998;17%
Held Up;1999;17%
Quick;2011;
Jihne Mera Dil Luteya;2011;
Mercy;2000;17%
Bats;1999;17%
To the Forest of Firefly Lights;2011;
xXx: State of the Union;2005;17%
Hair Show;2004;17%
Blackmail Boy;2003;17%
Deool;2011;
Prey;2007;17%
Class of '83;2020;17%
Bunty Aur Babli 2;2021;17%
The Seventh Day;2021;17%
Maska;2020;17%
The Back-up Plan;2010;17%
A Warrior's Heart;2011;17%
Get Lucky;2013;
Absolute Deception;2013;
The Violent Kind;2010;17%
Death Do Us Part;2014;
Prey;2021;17%
Careful What You Wish For;2015;17%
Bringing Up Bobby;2011;17%
Bittersweet;2010;
Die in a Gunfight;2021;17%
Ustad Hotel;2012;
Father Figures;2017;17%
Air;2015;17%
Blood Money;2012;
Eega;2012;
Besharam;2013;17%
Dhammu;2012;
Falcon Rising;2014;
A Violent Separation;2019;17%
The Crash;2017;17%
Chupacabra Territory;2016;
Casting Couch;2013;
Be Afraid;2017;17%
12 Rounds 2: Reloaded;2013;
The Intruders;2015;17%
The Last Will and Testament of Rosalind Leigh;2012;
Architecture 101;2012;
Alpha Alert;2013;
Mine;2016;17%
Nun;2017;
How It Ends;2018;17%
God Bless the Broken Road;2018;17%
The Great War;2019;17%
To Each, Her Own;2018;17%
Murder 3;2013;
This Is North Preston;2019;17%
She-Wolf of London;1946;17%
The Beast Within;1982;17%
Tooth Fairy;2010;17%
Wolf;2013;
Manhattan Romance;2014;
Monsters: Dark Continent;2014;17%
Hansel & Gretel Get Baked;2013;17%
Dude, Where's My Car?;2000;17%
Thir13en Ghosts;2001;17%
The Beautiful Risk;2013;
The Medallion;2003;17%
The Black Water Vampire;2014;
The League of Extraordinary Gentlemen;2003;17%
Kinetta;2005;17%
The Wake;2017;
The Protector 2;2013;17%
Vendetta;2013;17%
Jersey Shore Massacre;2014;17%
Krippendorf's Tribe;1998;16%
Wild Wild West;1999;16%
Dudley Do-Right;1999;16%
Googly;2013;
Ghoul;2015;
Backtrack;2014;
The Perfect Score;2004;16%
The Hungover Games;2014;
Alexander;2004;16%
North 24 Kaatham;2013;
Super Duper Alice Cooper;2014;
Diary of a Mad Black Woman;2005;16%
Fish & Cat;2013;
Get Rich or Die Tryin';2005;16%
Redeemer;2014;
The Barn;2016;
Samurai Cop 2: Deadly Vengeance;2015;
Time Pass;2014;
The Return;2006;16%
Underdog;2007;16%
The Brothers Solomon;2007;16%
Made of Honor;2008;16%
Tanner Hall;2009;16%
Mr. Dynamite: The Rise of James Brown;2014;
The Dark Tower;2017;16%
Death Fighter;2017;
Special Correspondents;2016;16%
Sheep & Wolves;2016;
Show Dogs;2018;16%
Infinite;2021;16%
Bloed, Zweet & Tranen;2015;
The Fanatic;2019;16%
Love Happens;2009;16%
Serena;2014;16%
Escape Artist;2017;
The 5th Wave;2016;16%
Dear Dictator;2017;16%
Massacre on Aisle 12;2016;
The Resurrection of Jake the Snake;2015;
Fucking Berlin;2016;
Step Up China;2019;
The Lifeguard;2013;16%
Long Strange Trip;2017;
That Thing Called Tadhana;2014;
Nativity 3: Dude, Where's My Donkey?!;2014;16%
Ava;2020;16%
Cakallarla Dans 3: Sifir Sikinti;2014;
The Seventh Sign;1988;15%
Nice People;2015;
Encino Man;1992;15%
Interrogation;2016;
Gunmen;1993;15%
Blind Sun;2015;
Mihrez: Cin Padisahi;2015;
Wolves;2016;
Boys;1996;15%
Bordello of Blood;1996;15%
B*A*P*S;1997;15%
Wizard School;2015;
54;1998;15%
Emilia;2017;
No Filter;2016;
Black Knight;2001;15%
Swimfan;2002;15%
Awaken the Shadowman;2017;
Sleepover;2004;15%
The Hillside Strangler;2004;15%
White Chicks;2004;15%
The Last Legion;2007;15%
A Billion Lives;2016;
A Breath Away;2018;
Back to Mom's;2016;
After Porn Ends 2;2017;
Priest;2011;15%
Home Sweet Home Alone;2021;15%
Not Forgotten;2009;15%
Rajini Murugan;2015;
The Son of No One;2011;15%
Life and a Day;2016;
Enai Noki Paayum Thota;2019;
Anuvahood;2011;15%
The First Monday in May;2016;
Transformers: The Last Knight;2017;15%
Hawaii;2017;
Island Zero;2018;
The Darkest Minds;2018;15%
Dolittle;2020;15%
Mother;2016;
One Good Cop;1991;15%
Moonlight and Valentino;1995;15%
The Astronaut's Wife;1999;15%
Kill 'Em All;2017;
Raise Your Voice;2004;15%
A Score to Settle;2019;15%
Take the 10;2017;
100% Coco;2017;
Truth or Dare;2018;15%
Blindsided;2018;
The World's Greatest Lover;1977;15%
Dragonball Evolution;2009;15%
The Trap;2019;
Jai Ho;2014;15%
The Axiom;2018;
Demonic;2021;15%
The Bride;2017;
A New Kind of Love;1963;14%
Vanishing Time: A Boy Who Returned;2016;
Matriarch;2018;
Recep Ivedik 5;2017;
End Trip;2018;
Mr. Long;2017;
The Concorde... Airport '79;1979;14%
Life Like;2019;
New Year's Evil;1980;14%
Visiting Hours;1982;14%
Time Freak;2018;
The Squeeze;1987;14%
Journey from Greece;2017;
Vivegam;2017;
The Prince of Pennsylvania;1988;14%
Vibes;1988;14%
Kurup;2021;
The End?;2017;
Everybody Wins;1990;14%
Cops and Robbersons;1994;14%
Man of the House;1995;14%
Outback;2019;
Leto;2018;
Babam;2017;
Luca;2019;
Oru Adaar Love;2019;
Feeling Minnesota;1996;14%
Two Tails;2018;
Thinner;1996;14%
The Legend of Hallowaiian;2018;
Kaadan;2021;
Politics;2019;
Har Kisse Ke Hisse: Kaamyaab;2018;
My Step Dad: The Hippie;2018;
To Gillian on Her 37th Birthday;1996;14%
Chase;2019;
Mafia!;1998;14%
Fractured;2016;
Driven;2001;14%
Company Man;2000;14%
Kumbalangi Nights;2019;
Crypto;2019;
Adverse;2020;
Oru Yamandan Premakadha;2019;
Hell House LLC II: The Abaddon Hotel;2018;
Turbulence 2: Fear of Flying;1999;14%
Red Planet;2000;14%
Tomcats;2001;14%
View from the Top;2003;14%
Confessions of a Teenage Drama Queen;2004;14%
Bumperkleef;2019;
Simmer;2020;
Son Rise;2019;
Without a Paddle;2004;14%
Blood and Money;2020;
Te quiero, imbecil;2020;
The Dukes of Hazzard;2005;14%
The Last Request;2019;
Just My Luck;2006;14%
Paper Spiders;2020;
Lovewrecked;2005;14%
Tughlaq Durbar;2021;
Mr. Woodcock;2007;14%
He Who Gets Slapped;1924;
An American Haunting;2005;14%
Wild Hogs;2007;14%
At 3:25;1925;
Over Her Dead Body;2008;14%
The Spirit;2008;14%
Blonde Ambition;2007;14%
The Farmer's Wife;1928;
Laugh, Clown, Laugh;1928;
A Merry Friggin' Christmas;2014;14%
Arthur et la vengeance de Maltazard;2009;14%
Limit;1931;
Movie Crazy;1932;
My Best Friend's Girl;2008;14%
St Trinian's 2: The Legend of Fritton's Gold;2009;14%
Survive the Game;2021;14%
Lady for a Day;1933;
The Romantics;2010;14%
Area 51;2015;14%
A Story of Floating Weeds;1934;
Mr. Thank You;1936;
Soldiers of Fortune;2012;14%
Free Ride;2013;14%
The Guillotines;2012;14%
As Cool as I Am;2013;14%
The Gallows;2015;14%
Le Jour Se Leve;1939;
The Man in the Iron Mask;1939;
The Fatal Hour;1940;
Paranormal Activity: The Ghost Dimension;2015;14%
Hot Tub Time Machine 2;2015;14%
Ride Along 2;2016;14%
'Pimpernel' Smith;1941;
Castle in the Desert;1942;
Return to Sender;2015;14%
Living Among Us;2018;14%
The Nut Job 2: Nutty by Nature;2017;14%
Les Visiteurs du Soir;1942;
Between Two Worlds;1944;
Not Cool;2014;14%
Swift;2019;14%
All Nighter;2017;14%
The Little Vampire 3D;2017;14%
The Adventurers;2017;14%
American Traitor: The Trial of Axis Sally;2021;14%
O Leao da Estrela;1947;
Roe v. Wade;2019;14%
Nora Prentiss;1947;
Troop Beverly Hills;1989;14%
Dr. Jekyll and Ms. Hyde;1995;14%
The Unsuspected;1947;
Stoned;2005;14%
Hell House LLC III: Lake of Fire;2019;14%
Night Has a Thousand Eyes;1948;
And Soon the Darkness;2010;14%
The Hasty Heart;1949;
Nightlight;2015;14%
Damascus Cover;2017;14%
For Richer or Poorer;1997;14%
Bang Bang;2014;14%
Vigilante Diaries;2016;14%
Double Dynamite;1951;
The Silver Chalice;1954;13%
Trog;1970;13%
Cannonball Run II;1984;13%
Scaramouche;1952;
Baby: Secret of the Lost Legend;1985;13%
Quicksilver;1986;13%
The Woman of Rumour;1954;
Look Who's Talking Too;1990;13%
Samurai II: Duel at Ichijoji Temple;1955;
Mannequin: on the Move;1991;13%
The Distinguished Gentleman;1992;13%
Il ferroviere;1956;
Clifford;1994;13%
Mixed Nuts;1994;13%
Carpool;1996;13%
The Phantom of the Opera;1998;13%
Seven Days from Now;1957;
Blood of Dracula;1957;
Edge of the City;1957;
Hercules;1958;
Town & Country;2001;13%
The Strange World of Planet X;1958;
The One;2001;13%
In My Sleep;2010;13%
We Only Live Once;1958;
Catch That Kid;2004;13%
Highwaymen;2004;13%
Welcome to Mooseport;2004;13%
Edison;2005;13%
Skinwalkers;2006;13%
Eyes Without a Face;1960;
I Love You, Beth Cooper;2009;13%
Winchester;2018;13%
Bell' Antonio;1960;
Cats & Dogs: The Revenge of Kitty Galore;2010;13%
Yogi Bear;2010;13%
Ice Cold in Alex;1958;
I Want Your Money;2010;13%
House at the End of the Street;2012;13%
Piranha 3DD;2012;13%
Just Like a Woman;2012;13%
All Night Long;1962;
The Counterfeiters of Paris;1961;
American Heist;2014;13%
The 11th Hour;2014;13%
No manches Frida;2016;13%
Summer Magic;1963;
Kings;2017;13%
Darkness Falls;2020;13%
MILF;2018;13%
Russ Meyer's Lorna;1964;
Firangi;2017;13%
Blankman;1994;13%
The Secret Invasion;1964;
Haven;2004;13%
Genghis Khan;1965;
Saw V;2008;13%
Shenandoah;1965;
Main Street;2010;13%
Don't Go in the Woods;2010;13%
Pharaoh;1966;
Neulovimye mstiteli;1967;
Demons Never Die;2011;13%
The Wild World of Batwoman;1966;
Wings;1966;
Berserk;1967;
Muse;2017;13%
Even the Wind Is afraid;1968;
Who's Minding the Mint?;1967;
The Ambushers;1967;
Asterix and Cleopatra;1968;
China Salesman;2017;13%
Marketa Lazarova;1967;
Canadian Bacon;1995;13%
Double Dragon;1994;12%
Stay Away, Joe;1968;
The Land;1969;
Gheisar;1969;
Goyokin;1969;
Young Billy Young;1969;
Go, Go, Second Time Virgin;1969;
Vampire in Brooklyn;1995;12%
Crimes of the Future;1970;
A Thin Line Between Love and Hate;1996;12%
The Werewolf Versus the Vampire Woman;1971;
Steel;1997;12%
One Song a Day Takes Mischief Away;1970;
Many Wars Ago;1970;
Firestorm;1998;12%
Inn of Evil;1971;
My Favorite Martian;1999;12%
Hanging Up;2000;12%
They Call Me Trinity;1970;
The Legend of Frenchie King;1971;
Raid on Rommel;1971;
Halloween: Resurrection;2002;12%
Sorority Boys;2002;12%
Are We There Yet?;2005;12%
The Grudge 2;2006;12%
Werewolves on Wheels;1971;
Garfield: A Tail of Two Kitties;2006;12%
Lone Wolf and Cub: Baby Cart to Hades;1972;
My Childhood;1972;
The Arena;1974;
Don't Look in the Basement;1973;
Horror Rises from the Tomb;1973;
Ivan Vasilyevich Changes His Profession;1973;
The Mysteries of Pittsburgh;2008;12%
Battles Without Honor and Humanity;1973;
The Hills Have Eyes 2;2007;12%
The Informers;2008;12%
College Road Trip;2008;12%
Jonah Hex;2010;12%
The House of Seven Corpses;1974;
Police Tactics;1974;
Chupke Chupke;1975;
Black Emanuelle;1975;
Trauma;1976;
The Spy Next Door;2010;12%
ATM;2012;12%
Gone;2012;12%
The Boy Next Door;2015;12%
Arctic Dogs;2019;12%
Siberia;2018;12%
Kabhi Kabhie;1976;
Mr. Klein;1976;
Friday the 13th Part VIII: Jason Takes Manhattan;1989;12%
The Mummy: Tomb of the Dragon Emperor;2008;12%
Rage;2014;12%
Mercy;2016;12%
Holy Man;1998;12%
Close Encounters of the Third Kind;1977;
Behind Convent Walls;1978;
Race for Your Life, Charlie Brown;1977;
Valentine;2001;12%
Against the Ropes;2004;12%
Barracuda;1978;
Flowers in the Attic;1987;11%
Delta Force 2: The Colombian Connection;1990;11%
Drop Dead Fred;1991;11%
Don Giovanni;1979;
The Garage;1980;
A Few Days from the Life of I.I. Oblomov;1980;
Over the Edge;1979;
Serie Noire;1979;
Stop! Or My Mom Will Shoot;1992;11%
Heroes of the East;1978;
A Change of Seasons;1980;
Sliver;1993;11%
Burial Ground: The Nights of Terror;1981;
Sallskapsresan eller Finns det svenskt kaffe pa grisfesten;1980;
Terror Train;1980;
Surf Ninjas;1993;11%
Body Shots;1999;11%
The Watcher;2000;11%
The Ladies Man;2000;11%
Freddy Got Fingered;2001;11%
Modern Problems;1981;
The First $20 Million Is Always the Hardest;2002;11%
Silsila;1981;
Elektra;2005;11%
Blood and Chocolate;2007;11%
Banzai;1983;
The Mistress of Spices;2005;11%
Venom;2005;11%
Side Effects;2005;11%
The Slayer;1982;
Boat People;1982;
Hood of Horror;2006;11%
Bride Wars;2009;11%
Ardh Satya;1983;
Eddie Macon's Run;1983;
The Bag Man;2014;11%
Jaane Bhi Do Yaaro;1983;
Berlin, I Love You;2019;11%
Metalstorm: The Destruction of Jared-Syn;1983;
Bullet;2014;11%
Sadma;1983;
Sahara;1983;
Screwballs;1983;
I Am Wrath;2016;11%
So Long, Stooge;1983;
Allegiant;2016;11%
A Breed Apart;1984;
Wheels on Meals;1984;
Give the Devil His Due;1985;
Sheena: Queen of the Jungle;1984;
Bank Chor;2017;11%
Elvis Gratton: Le king des kings;1985;
Cut and Run;1984;
Fifty Shades Darker;2017;11%
A Cruel Romance;1984;
Man Facing Southeast;1986;
Fifty Shades Freed;2018;11%
Ki & Ka;2016;11%
A Madea Family Funeral;2019;11%
Creepozoids;1987;
Breaking News in Yuba County;2021;11%
Deadly Prey;1987;
Brahms: The Boy II;2020;11%
Hell Comes to Frogtown;1988;
Hot Pursuit;1987;
Lipstick;1976;11%
A Chinese Ghost Story;1987;
Ernest Goes to Jail;1990;11%
Perfume;2001;11%
The Kiss;1988;
The Cry of the Owl;2009;11%
Eloise;2016;11%
Story of Women;1988;
C.H.U.D. II: Bud the Chud;1989;
Communion;1989;
Jaws 3-D;1983;11%
Ghost in the Machine;1993;11%
Double Team;1997;11%
Highlander: Endgame;2000;11%
End of Days;1999;11%
Paganini;1989;
Play It to the Bone;1999;11%
Who's Harry Crumb?;1989;
Doctor Faustus;1967;10%
Exorcist II: The Heretic;1977;10%
Europa Europa;1990;
Armed and Dangerous;1986;10%
Welcome Home, Roxy Carmichael;1990;
Hello Again;1987;10%
Mother;1991;
Prahaar: The Final Attack;1991;
The Unborn;1991;
The Sicilian;1987;10%
Strictly Business;1991;10%
The Democratic Terrorist;1992;
Flodder in Amerika!;1992;
Best of the Best II;1993;10%
Carnosaur;1993;10%
Father Hood;1993;10%
Miracle Beach;1992;
Bushwhacked;1995;10%
Piano Piano Kid;1991;
8 Heads in a Duffel Bag;1997;10%
Screwed;2000;10%
Sailor Moon R: The Movie: The Promise of the Rose;1993;
Chill Factor;1999;10%
I Dreamed of Africa;2000;10%
Dungeons & Dragons;2000;10%
Megiddo: The Omega Code 2;2001;10%
Bratz;2007;10%
Remote Control;1992;
Son of the Pink Panther;1993;
TC 2000;1993;
Silent Hill: Revelation;2012;10%
ECCO;2019;10%
Class of 1999 II: The Substitute;1994;
The Cool Surface;1993;
Hum Aapke Hain Koun..!;1994;
In the Middle of Nowhere;1994;
Ginny Weds Sunny;2020;10%
Scorned;1993;
Spitfire;1995;
Couples Retreat;2009;10%
Killers;2010;10%
Class of Nuke 'Em High Part 3: The Good, the Bad and the Subhumanoid;1994;
A Story About Love;1995;
Fall Time;1995;
Holmes & Watson;2018;10%
Lang leve de koningin;1995;
Saw: The Final Chapter;2010;10%
Night of the Scarecrow;1995;
Red Riding Hood;2011;10%
Tato;1995;
Knucklehead;2010;10%
Tees Maar Khan;2010;10%
Zamaana Deewana;1995;
Captain Conan;1996;
Honey 2;2011;10%
The Cobbler;2014;10%
How the War Started on My Island;1996;
Mahjong;1996;
Goodbye, South, Goodbye;1996;
Pinocchio's Revenge;1996;
Santa with Muscles;1996;
The Perfect Circle;1997;
The Forest;2016;10%
All Is Well;2015;10%
Pay the Ghost;2015;10%
Mr. X;2015;10%
Dixieland;2017;10%
God's Not Dead 2;2016;10%
Raabta;2017;10%
Monster Family;2017;10%
Tyger Tyger;2021;10%
Street Dancer 3D;2020;10%
Heart Condition;1990;10%
The Pebble and the Penguin;1995;10%
Lawnmower Man 2: Beyond Cyberspace;1996;10%
Ed Gein;2000;10%
Malice in Wonderland;2009;10%
Hell Ride;2008;10%
The Unborn;2009;10%
Jack of All Trades, Master of None;1963;
Valley of the Bees;1968;
Family Plan;1997;
Saturday the 14th;1981;10%
Wing Commander;1999;10%
Perfect Stranger;2007;10%
The Longest Week;2014;10%
All Relative;2014;10%
Bug Buster;1998;
Sapoot;1996;
Bang Boom Bang - Ein todsicheres Ding;1999;
The Pirate Movie;1982;9%
The Survivors;1983;9%
Meet the Applegates;1990;9%
Hexed;1993;9%
Baasha;1995;
Muthu;1995;
Terror;1978;
Dragon Ball Z: Bojack Unbound;1993;
The Polish Bride;1998;
Zatoichi's Vengeance;1966;
Intersection;1994;9%
Halloween: The Curse of Michael Myers;1995;9%
The Skulls;2000;9%
Urban Legends: Final Cut;2000;9%
Stealing Harvard;2002;9%
Space Adventure Cobra;1982;
Darkness Falls;2003;9%
The Cat in the Hat;2003;9%
Kad mrtvi zapjevaju;1998;
Cinderella;1947;
A Better Way to Die;2000;
Man of the House;2005;9%
Major Saab;1998;
Sky High;1985;
Æon Flux;2005;9%
Whiteboyz;1999;
10,000 BC;2008;9%
In China They Eat Dogs;1999;
Tight Skin 4;1991;
When a Stranger Calls;2006;9%
I Know Who Killed Me;2007;9%
The Angriest Man in Brooklyn;2014;9%
Branded;2012;9%
Sword of the Beast;1965;
Marmaduke;2010;9%
Age of the Dragons;2011;9%
Grace of Monaco;2014;9%
The Bare Wench Project;2000;
The Forger;2014;9%
The Humpbacked Horse;1975;
Wild Flowers;2000;
Despite the Falling Snow;2016;9%
Chocolat;2000;
Heatstroke;2013;9%
ClownTown;2016;9%
The Do-Over;2016;9%
Kill Switch;2017;9%
Cheap Smokes;2000;
Na Tum Jaano Na Hum;2002;
Yeshwant;1997;
Lucky Day;2019;9%
Koseyi Donen Adam;1978;
Sahte Kabadayi;1976;
Yedi Bela Husnu;1983;
The Red Siren;2002;
Thalavattam;1986;
Norbit;2007;9%
Cursed;2005;
Kangaroo Jack;2003;
Nothing Left to Fear;2013;9%
Songbird;2020;9%
Everything for a Reason;2000;
Ritual;2000;
Vizontele;2001;
My Boss's Daughter;2003;
Quicksand;2003;
Unspeakable;2002;
Sundown;2016;9%
Night of the Lepus;1972;8%
Bad Company;2002;
Ghoulies;1984;8%
King David;1985;8%
Autumn Spring;2001;
King Solomon's Mines;1985;8%
Firewalker;1986;8%
Leonard Part 6;1987;8%
Stuff and Dough;2001;
Novo;2002;
Teen Wolf Too;1987;8%
Beyond the Limits;2003;
Slash;2002;
Trial by Jury;1994;8%
Visitors;2003;
Full Moon Party;2002;
Second Name;2002;
The Kid Stays in the Picture;2002;
It Takes Two;1995;8%
The Tie That Binds;1995;8%
Paper Soldiers;2002;
Bulletproof;1996;8%
Solo;1996;8%
Philanthropy;2002;
Mortadelo & Filemon: The Big Adventure;2003;
Road;2002;
The Incredibles;2004;
Dangerous Ground;1997;8%
Evil Breed: The Legend of Samhain;2003;
The Pest;1997;8%
Lost Souls;2000;8%
Surviving Christmas;2004;8%
Marci X;2003;8%
Berlin Blues;2003;
The Wash;2001;8%
El harrif;1983;
Dil Hai Tumhaara;2002;
The Order;2003;8%
A Cosmic Adventure on Earth;2002;
Envy;2004;8%
Edificio Master;2002;
Ultraviolet;2006;8%
Gray Matters;2006;8%
The Babymakers;2012;8%
Miss Conception;2008;8%
Andaaz;2003;
Distant Lights;2003;
Walk on Water;2004;
Earthlings;2005;
Bear Cub;2004;
Shadows of Time;2004;
Force of Nature;2020;8%
New York Minute;2004;
Post Grad;2009;8%
Marie and Bruce;2004;
School for Seduction;2004;
Vaalee;1999;
Crazy on the Outside;2010;8%
Arsene Lupin;2004;
Gangaajal;2003;
Are You Here;2013;8%
Drowning Ghost;2004;
Kaadhal Konden;2003;
The Return;2003;
The Reunion;2011;8%
Grown Ups 2;2013;8%
The Damned;2013;8%
Artemis Fowl;2020;8%
Testosterone;2003;
Slender Man;2018;8%
Saaho;2019;8%
The Corsican File;2004;
Marjaavaan;2019;8%
Celtic Pride;1996;8%
Undiscovered;2005;8%
Fat Slags;2004;
Les clefs de bagnole;2003;
Let's Make a Grandson;2003;
Rings;2017;8%
First Daughter;2004;8%
Mariages!;2004;
Unconscious;2004;
Kisna: The Warrior Poet;2005;
Are We Done Yet?;2007;8%
Perfect Creature;2006;
A Dark Truth;2012;8%
America: Imagine the World Without Her;2014;8%
The Incredible Melting Man;1977;7%
